ID	Labels
860	Neutral
1205	Joy
1216	Neutral
1065	Joy
537	Neutral
99	Sadness
117	Neutral
306	Neutral
878	Joy
709	Sadness
572	Sadness
1283	Joy
773	Joy
206	Joy
567	Neutral
199	Anger
392	Neutral
105	Neutral
885	Neutral
1249	Sadness
813	Neutral
837	Sadness
0	Neutral
136	Joy
142	Joy
1178	Neutral
120	Anger
632	Joy
289	Neutral
750	Neutral
555	Joy
823	Joy
1137	Joy
1224	Neutral
1104	Sadness
1143	Neutral
388	Neutral
1266	Joy
1009	Joy
179	Joy
1194	Neutral
308	Sadness
358	Joy
1049	Neutral
836	Neutral
655	Neutral
614	Neutral
933	Neutral
981	Joy
437	Neutral
27	Neutral
106	Neutral
1058	Joy
400	Joy
858	Joy
408	Neutral
513	Neutral
723	Neutral
617	Joy
1235	Neutral
1138	Anger
453	Neutral
310	Neutral
1281	Joy
419	Neutral
366	Joy
692	Neutral
461	Neutral
659	Anger
1622	Joy
1879	Love
2674	Neutral
2686	Neutral
2718	Joy
1775	Neutral
1777	Joy
1613	Sadness
2864	Sadness
3165	Anger
2337	Joy
2741	Neutral
2225	Joy
3220	Joy
3275	Neutral
1998	Neutral
3271	Neutral
2321	Neutral
3126	Neutral
3060	Love
2733	Neutral
3196	Neutral
2331	Neutral
2938	Joy
1360	Neutral
3097	Love
2175	Neutral
1459	Joy
1474	Love
1997	Joy
1851	Joy
2355	Love
1844	Neutral
3226	Neutral
1736	Joy
2859	Joy
2448	Neutral
2038	Neutral
2727	Joy
2145	Joy
1554	Neutral
1899	Neutral
2104	Neutral
3048	Neutral
2542	Neutral
3162	Neutral
1843	Joy
1723	Anger
2317	Joy
3039	Joy
1376	Neutral
2177	Joy
2586	Neutral
3256	Neutral
2037	Neutral
2961	Joy
2931	Neutral
2563	Neutral
1395	Neutral
2127	Love
2454	Anger
1619	Neutral
3288	Joy
2709	Joy
1381	Anger
2021	Anger
1468	Neutral
2946	Neutral
3258	Joy
1850	Love
1849	Neutral
2969	Neutral
1845	Neutral
1331	Neutral
2763	Neutral
2865	Neutral
2062	Neutral
2964	Neutral
2469	Sadness
1852	Joy
2100	Neutral
2872	Anger
3024	Joy
1929	Joy
2307	Joy
2041	Joy
2767	Neutral
2315	Neutral
1986	Neutral
3030	Joy
2731	Neutral
1521	Joy
2629	Joy
1461	Joy
1702	Love
2551	Anger
1634	Anger
1946	Love
2034	Neutral
1846	Joy
2326	Neutral
1773	Neutral
1443	Neutral
2224	Joy
2468	Joy
1592	Neutral
1980	Neutral
1637	Neutral
2124	Neutral
2252	Neutral
3053	Neutral
3031	Joy
1654	Neutral
2901	Neutral
1957	Neutral
2545	Joy
1838	Joy
2611	Neutral
1375	Neutral
3151	Joy
1488	Neutral
1686	Joy
1863	Joy
2011	Anger
2353	Neutral
1363	Anger
1462	Neutral
1628	Neutral
3303	Neutral
1524	Joy
3115	Neutral
3019	Joy
2659	Neutral
1738	Neutral
2921	Joy
3269	Joy
1355	Joy
3136	Joy
2854	Joy
1442	Joy
1605	Neutral
1780	Joy
3285	Joy
3005	Sadness
2387	Joy
2099	Neutral
2309	Neutral
2507	Neutral
1638	Joy
2810	Anger
1755	Neutral
1433	Joy
3233	Anger
2833	Neutral
3246	Love
2096	Anger
1684	Neutral
2644	Neutral
2097	Neutral
1555	Neutral
3150	Joy
1348	Love
1801	Joy
2219	Neutral
2541	Neutral
1645	Joy
2000	Joy
1564	Neutral
2881	Joy
2508	Anger
1725	Joy
2756	Joy
2241	Joy
1911	Neutral
3265	Anger
2570	Sadness
3255	Love
1354	Neutral
2498	Neutral
2055	Anger
2944	Anger
1945	Neutral
2877	Love
2566	Neutral
2196	Anger
1414	Neutral
1903	Joy
1697	Neutral
3273	Joy
2493	Neutral
2404	Neutral
1924	Neutral
1600	Neutral
3235	Love
2788	Neutral
3245	Neutral
2339	Neutral
1545	Neutral
2562	Neutral
1882	Neutral
1566	Joy
2600	Joy
3122	Joy
2163	Love
1915	Joy
2379	Joy
2494	Sadness
1671	Neutral
2928	Neutral
3319	Neutral
3237	Joy
2004	Neutral
1491	Neutral
2157	Love
2636	Love
1933	Joy
2536	Neutral
3194	Neutral
1571	Neutral
2244	Neutral
2059	Neutral
1549	Neutral
3263	Anger
2456	Neutral
3055	Joy
1678	Anger
3315	Joy
1541	Anger
1840	Joy
2459	Neutral
2141	Neutral
2435	Joy
2966	Joy
1525	Neutral
2951	Joy
3240	Joy
1644	Anger
1344	Anger
2663	Neutral
2621	Neutral
2323	Joy
3146	Neutral
1500	Neutral
2645	Love
1774	Neutral
2308	Neutral
2005	Joy
1754	Neutral
1358	Joy
2588	Neutral
2172	Joy
2516	Joy
2544	Anger
2410	Neutral
1726	Neutral
2824	Love
2480	Anger
2669	Neutral
2949	Anger
2623	Joy
2375	Joy
2202	Anger
2502	Neutral
2746	Neutral
2247	Neutral
3327	Joy
1975	Joy
2452	Neutral
2548	Sadness
2876	Anger
2118	Anger
2457	Neutral
2426	Joy
3075	Neutral
1581	Joy
1907	Joy
1685	Neutral
2897	Love
2291	Joy
2535	Neutral
2050	Neutral
1829	Neutral
2268	Joy
3119	Joy
1374	Joy
3289	Love
1332	Neutral
1609	Neutral
2896	Neutral
1958	Neutral
2417	Joy
2670	Joy
2153	Joy
1642	Joy
3149	Neutral
3187	Joy
2496	Neutral
2149	Joy
1719	Joy
3168	Neutral
2198	Neutral
1703	Joy
1951	Joy
2907	Joy
2446	Neutral
3229	Neutral
3002	Neutral
1396	Joy
2882	Neutral
2510	Joy
3250	Neutral
2275	Neutral
2057	Joy
3015	Neutral
2466	Neutral
2461	Joy
2165	Neutral
2940	Neutral
2002	Neutral
3300	Neutral
2517	Neutral
1501	Neutral
1649	Joy
2113	Joy
2208	Joy
3291	Joy
2232	Love
2262	Joy
1906	Neutral
3045	Anger
1402	Neutral
2120	Joy
1696	Joy
2738	Joy
1626	Neutral
2989	Love
1420	Joy
1452	Love
2312	Joy
3101	Neutral
3228	Joy
2233	Anger
2667	Neutral
2815	Neutral
1858	Joy
2775	Joy
1842	Joy
2905	Neutral
1408	Neutral
2085	Joy
2213	Joy
2481	Joy
1940	Joy
1932	Neutral
2996	Joy
2334	Neutral
2512	Anger
1507	Neutral
2691	Neutral
2283	Neutral
1952	Neutral
1888	Joy
3208	Neutral
2343	Joy
2017	Anger
3184	Neutral
2619	Neutral
2261	Neutral
2953	Sadness
2651	Sadness
2297	Joy
1538	Neutral
1523	Neutral
2030	Neutral
2716	Neutral
2398	Joy
2388	Neutral
2925	Love
3096	Neutral
1591	Neutral
2625	Joy
1560	Neutral
2558	Joy
3309	Neutral
1963	Anger
1865	Neutral
3074	Neutral
1839	Neutral
2176	Neutral
3236	Joy
2834	Anger
2419	Neutral
2142	Neutral
2254	Joy
1918	Joy
3006	Neutral
2722	Joy
2918	Neutral
2340	Neutral
3218	Neutral
2364	Joy
1943	Neutral
1892	Neutral
2908	Joy
2067	Neutral
2822	Neutral
3109	Anger
1416	Neutral
2373	Joy
1550	Neutral
2806	Sadness
3064	Anger
1481	Neutral
2613	Neutral
3121	Anger
2136	Neutral
1602	Joy
3314	Neutral
1985	Love
2336	Neutral
3157	Neutral
1533	Neutral
1553	Joy
3274	Joy
2204	Neutral
2183	Joy
2758	Neutral
3092	Love
1646	Joy
2134	Joy
3257	Love
1887	Joy
1981	Neutral
1446	Joy
1611	Neutral
1495	Joy
2571	Joy
2771	Anger
2676	Joy
2935	Neutral
2463	Neutral
2685	Neutral
3326	Love
3206	Neutral
2993	Joy
2427	Love
1548	Joy
3016	Neutral
1328	Joy
1928	Neutral
2533	Neutral
2302	Neutral
1458	Joy
2960	Love
3004	Anger
3173	Neutral
1942	Joy
2487	Neutral
1546	Neutral
2761	Neutral
2369	Neutral
2411	Neutral
1544	Neutral
3211	Neutral
2554	Neutral
2031	Neutral
2325	Neutral
2802	Neutral
2673	Joy
2125	Anger
1869	Neutral
2649	Joy
1699	Neutral
1860	Joy
2987	Joy
1826	Joy
2501	Anger
1522	Joy
1347	Neutral
2998	Neutral
1597	Neutral
2857	Joy
1617	Joy
1762	Joy
3295	Neutral
1589	Joy
2271	Neutral
2152	Neutral
3804	Sadness
3996	Neutral
3824	Neutral
3944	Joy
3520	Neutral
3600	Neutral
3857	Anger
3644	Neutral
3556	Joy
4042	Neutral
3353	Neutral
3685	Anger
3550	Neutral
3961	Neutral
3464	Joy
3698	Neutral
3739	Joy
3680	Neutral
3336	Sadness
3471	Neutral
3771	Joy
3755	Sadness
4068	Neutral
3557	Neutral
3825	Sadness
3691	Neutral
4025	Neutral
4061	Neutral
3706	Neutral
3364	Joy
3872	Joy
4015	Joy
3724	Joy
3393	Joy
3404	Neutral
3387	Sadness
3618	Joy
3794	Joy
3673	Neutral
3584	Sadness
3637	Joy
3435	Neutral
3379	Neutral
3646	Neutral
3628	Neutral
3654	Neutral
3726	Joy
3481	Anger
3588	Anger
3759	Joy
3805	Joy
3498	Neutral
3540	Neutral
3930	Joy
3610	Joy
3821	Neutral
3623	Neutral
3431	Neutral
3793	Sadness
3553	Neutral
3358	Neutral
3574	Sadness
4040	Joy
4022	Neutral
3757	Anger
3722	Neutral
3795	Neutral
3784	Sadness
3562	Joy
4080	Sadness
3482	Anger
3489	Neutral
3910	Neutral
3592	Neutral
3613	Sadness
4078	Neutral
3624	Neutral
3573	Neutral
3713	Neutral
4011	Anger
3405	Neutral
3571	Neutral
3988	Neutral
3749	Joy
3587	Joy
3604	Neutral
4050	Neutral
3753	Neutral
3958	Joy
3813	Neutral
3647	Sadness
3668	Neutral
3769	Neutral
3862	Sadness
3873	Joy
3907	Joy
3970	Joy
3887	Love
3609	Neutral
3968	Joy
3541	Joy
3960	Joy
3429	Neutral
3745	Joy
3892	Neutral
4081	Joy
3995	Neutral
3508	Joy
3440	Joy
3368	Neutral
3638	Joy
3365	Neutral
3812	Joy
4065	Neutral
3621	Joy
3362	Neutral
3788	Neutral
3929	Neutral
3523	Anger
3565	Neutral
3875	Neutral
3762	Joy
3674	Joy
3723	Joy
3877	Sadness
3693	Sadness
3558	Neutral
3719	Neutral
3526	Neutral
3576	Neutral
3809	Sadness
3982	Anger
3455	Sadness
3409	Love
3819	Neutral
3750	Joy
3510	Neutral
3830	Neutral
3914	Neutral
3453	Neutral
3858	Joy
3419	Sadness
3829	Joy
3582	Joy
3866	Joy
3754	Sadness
4049	Joy
3861	Neutral
3742	Neutral
3758	Sadness
3661	Neutral
3475	Neutral
3738	Anger
3939	Joy
4002	Neutral
3928	Neutral
3743	Sadness
3953	Anger
3919	Sadness
3418	Sadness
3548	Neutral
3962	Anger
3993	Sadness
3602	Joy
3665	Neutral
3517	Neutral
4069	Neutral
4077	Sadness
3729	Neutral
3925	Sadness
3490	Joy
3980	Joy
3468	Anger
3888	Neutral
3949	Neutral
4047	Neutral
4057	Anger
3799	Neutral
3497	Neutral
4000	Neutral
3448	Sadness
3462	Joy
3598	Joy
3411	Neutral
3400	Anger
3361	Sadness
3516	Joy
3575	Joy
3703	Sadness
3926	Neutral
4076	Joy
4056	Neutral
3342	Joy
3414	Neutral
3897	Neutral
3337	Anger
3871	Neutral
3965	Sadness
3937	Joy
3417	Joy
3333	Neutral
3499	Neutral
3511	Sadness
3538	Neutral
3544	Neutral
3578	Joy
3386	Neutral
3432	Joy
3416	Anger
3859	Sadness
3383	Joy
3886	Sadness
3662	Neutral
3975	Neutral
4039	Joy
3923	Sadness
3395	Neutral
3433	Sadness
3459	Neutral
3443	Neutral
3341	Anger
3504	Neutral
3905	Joy
3851	Joy
3648	Anger
3843	Neutral
3477	Neutral
3860	Joy
3401	Neutral
3328	Sadness
3595	Sadness
3434	Joy
3978	Neutral
3848	Neutral
3423	Neutral
3969	Neutral
3701	Neutral
3334	Anger
4006	Neutral
3885	Joy
3677	Neutral
3773	Joy
3619	Anger
4033	Sadness
4063	Anger
3763	Neutral
4029	Neutral
3484	Neutral
3456	Anger
3349	Joy
3922	Neutral
3951	Anger
3441	Neutral
3630	Joy
3932	Neutral
3747	Neutral
3589	Sadness
3878	Joy
3725	Anger
3338	Joy
3898	Sadness
3551	Joy
3554	Neutral
3682	Anger
3442	Neutral
3803	Neutral
3976	Joy
3889	Anger
3837	Anger
4052	Joy
4020	Sadness
3590	Neutral
3950	Neutral
3492	Neutral
3552	Sadness
3658	Anger
4021	Neutral
3639	Joy
3542	Joy
3893	Sadness
3964	Joy
3679	Neutral
3864	Anger
3335	Neutral
3811	Neutral
3424	Anger
3849	Joy
3989	Sadness
3460	Anger
3480	Joy
3761	Neutral
3427	Neutral
3452	Sadness
3605	Neutral
4060	Joy
3981	Anger
4004	Anger
3716	Neutral
3539	Anger
3967	Neutral
3833	Joy
4055	Neutral
3625	Anger
3785	Neutral
3534	Neutral
3461	Anger
4062	Anger
3531	Joy
3402	Neutral
3568	Sadness
3827	Neutral
3530	Joy
3376	Neutral
3537	Joy
4044	Neutral
3352	Joy
3653	Joy
4075	Love
3835	Neutral
3699	Neutral
4079	Joy
3617	Neutral
4072	Neutral
3360	Joy
3407	Neutral
4014	Sadness
3714	Anger
3420	Sadness
4005	Anger
3777	Neutral
3855	Neutral
4053	Joy
3671	Joy
4028	Neutral
3670	Neutral
3469	Joy
3458	Neutral
3781	Neutral
3987	Joy
4003	Neutral
3992	Neutral
3667	Neutral
3863	Joy
3437	Neutral
3415	Joy
3908	Joy
3474	Neutral
4016	Neutral
3921	Anger
3577	Neutral
4018	Anger
3770	Joy
3847	Neutral
3902	Neutral
3832	Joy
3509	Neutral
3428	Anger
3913	Joy
4054	Neutral
3581	Neutral
3936	Joy
3916	Neutral
3465	Neutral
3330	Neutral
3488	Joy
3345	Joy
3834	Neutral
3894	Neutral
4031	Neutral
3678	Joy
3940	Joy
3569	Joy
3546	Joy
4051	Neutral
3985	Sadness
3339	Neutral
3764	Joy
3615	Sadness
3941	Neutral
3934	Joy
3385	Joy
3370	Joy
3810	Neutral
3688	Neutral
3594	Joy
3735	Joy
4071	Neutral
4012	Sadness
3727	Sadness
3532	Love
3990	Neutral
3350	Neutral
3512	Neutral
3676	Sadness
3366	Neutral
3956	Joy
3751	Neutral
3890	Joy
3496	Joy
3912	Joy
3728	Neutral
3756	Sadness
3931	Joy
3690	Neutral
3533	Joy
3733	Joy
3683	Neutral
3891	Joy
3955	Neutral
3507	Joy
3374	Anger
3973	Joy
3521	Neutral
3732	Anger
3346	Neutral
3373	Joy
3746	Sadness
3351	Sadness
3901	Neutral
3760	Neutral
3620	Neutral
3363	Neutral
3398	Anger
3566	Joy
3709	Neutral
3355	Anger
3657	Joy
3622	Neutral
4067	Joy
3816	Joy
3669	Sadness
3838	Neutral
3483	Neutral
3500	Joy
3983	Joy
3868	Neutral
3874	Anger
3954	Joy
3596	Anger
3340	Anger
3503	Neutral
3797	Sadness
3473	Sadness
3501	Anger
3884	Neutral
3450	Joy
3466	Anger
3633	Joy
4008	Neutral
3529	Joy
3543	Neutral
3817	Neutral
3854	Sadness
3715	Neutral
3413	Sadness
4001	Neutral
3689	Neutral
4030	Neutral
3882	Joy
3798	Love
3775	Anger
3972	Neutral
3702	Neutral
3399	Sadness
3823	Sadness
4059	Joy
4913	Sadness
4659	Joy
5835	Joy
4362	Sadness
4318	Neutral
6304	Joy
6265	Joy
4667	Love
4280	Joy
6004	Joy
4207	Neutral
6493	Joy
5558	Love
5795	Love
4855	Joy
5533	Neutral
5577	Neutral
5987	Anger
6101	Joy
6019	Love
4254	Neutral
4127	Anger
6459	Neutral
5564	Joy
5522	Joy
5392	Anger
4367	Joy
5481	Neutral
5440	Joy
4508	Neutral
5778	Neutral
5158	Joy
5471	Joy
5075	Neutral
5255	Neutral
5739	Anger
5962	Joy
4133	Neutral
5133	Joy
5287	Joy
5662	Joy
4154	Neutral
4460	Neutral
6462	Sadness
5370	Joy
5206	Joy
5570	Joy
6058	Joy
6571	Love
4370	Joy
4436	Neutral
6562	Joy
4620	Joy
4140	Neutral
4174	Joy
5283	Neutral
5994	Anger
5264	Love
5969	Joy
4292	Neutral
4130	Anger
5945	Anger
6031	Anger
6107	Neutral
5871	Neutral
6187	Neutral
4121	Joy
5926	Neutral
5173	Neutral
4156	Love
5547	Anger
4483	Neutral
5773	Sadness
5236	Anger
6097	Love
4521	Joy
4608	Sadness
6300	Anger
4873	Love
5878	Joy
5989	Joy
5448	Joy
5295	Sadness
4178	Anger
5061	Neutral
4372	Neutral
4135	Neutral
5852	Joy
6576	Neutral
6106	Joy
6419	Anger
4691	Neutral
5125	Sadness
4289	Neutral
4757	Joy
5626	Anger
4942	Joy
6341	Neutral
6307	Love
5770	Joy
4635	Anger
5095	Neutral
5765	Joy
4172	Joy
6008	Love
5097	Joy
6481	Neutral
5937	Joy
6059	Neutral
5521	Joy
4925	Joy
5956	Joy
5503	Love
4863	Neutral
5830	Neutral
5490	Joy
5709	Joy
5614	Love
5018	Sadness
5885	Love
4629	Joy
4580	Joy
5379	Joy
5976	Joy
5682	Sadness
4726	Love
6334	Anger
4688	Neutral
5307	Joy
5641	Sadness
5761	Love
5832	Sadness
6010	Neutral
5231	Joy
4909	Neutral
4426	Joy
6305	Love
6317	Sadness
6554	Neutral
4563	Love
6151	Joy
6025	Joy
6179	Anger
4343	Sadness
5030	Anger
5460	Neutral
5862	Anger
4905	Neutral
5644	Love
4987	Love
5949	Sadness
4269	Joy
5317	Neutral
5698	Neutral
4654	Anger
6198	Joy
4736	Joy
4305	Joy
5444	Love
5070	Joy
6111	Anger
5040	Joy
5566	Neutral
4666	Anger
6035	Joy
5050	Neutral
4200	Joy
6253	Joy
5380	Joy
4261	Joy
4416	Anger
5942	Sadness
5894	Joy
4490	Neutral
6054	Neutral
4234	Anger
6411	Neutral
5675	Love
4138	Neutral
4681	Joy
4938	Joy
5781	Joy
6039	Love
6532	Anger
5397	Neutral
5122	Anger
4096	Sadness
6243	Love
4547	Joy
6120	Joy
4417	Love
6355	Anger
4665	Love
5013	Anger
4204	Love
4985	Joy
4275	Neutral
6422	Joy
4262	Anger
5716	Neutral
4104	Neutral
5758	Sadness
4790	Joy
5510	Love
4089	Love
5132	Sadness
5393	Neutral
6273	Joy
6268	Neutral
4899	Neutral
5200	Joy
6577	Neutral
5300	Neutral
4761	Neutral
5213	Sadness
5936	Love
5955	Joy
4937	Joy
5465	Neutral
6322	Anger
5561	Neutral
5873	Joy
5148	Neutral
4173	Joy
4593	Neutral
5645	Joy
6454	Neutral
4513	Love
4447	Joy
5484	Anger
5114	Neutral
5024	Joy
5589	Neutral
6230	Joy
6024	Neutral
5998	Anger
4142	Neutral
5775	Anger
4558	Neutral
4759	Joy
5151	Anger
5973	Joy
4333	Joy
5500	Neutral
6351	Love
5604	Anger
4617	Anger
6328	Neutral
6291	Neutral
5274	Neutral
5635	Love
6227	Anger
