ID	Labels	InitialLabels
11310	Joy	Joy
10353	Neutral	Neutral
7078	Neutral	Neutral
7794	Sadness	Sadness
12542	Neutral	Neutral
10879	Neutral	Neutral
11770	Neutral	Neutral
7927	Fear	Fear
8912	Sadness	Sadness
10677	Neutral	Neutral
11800	Joy	Joy
7734	Joy	Joy
7055	Anger	Anger
8046	Neutral	Neutral
7482	Anger	Anger
6659	Joy	Joy
7126	Sadness	Sadness
7122	Neutral	Neutral
12339	Anger	Anger
10046	Joy	Joy
8045	Neutral	Neutral
9674	Fear	Fear
9227	Neutral	Neutral
9058	Neutral	Neutral
8833	Neutral	Neutral
8417	Joy	Joy
11552	Sadness	Sadness
10139	Joy	Joy
10385	Neutral	Neutral
8702	Anger	Anger
11052	Joy	Joy
8080	Anger	Anger
8338	Neutral	Neutral
6745	Neutral	Neutral
12004	Joy	Joy
9230	Anger	Anger
11845	Neutral	Neutral
10579	Joy	Joy
10660	Joy	Joy
9425	Neutral	Neutral
10873	Joy	Joy
9016	Neutral	Neutral
8490	Joy	Joy
11233	Neutral	Neutral
10715	Neutral	Neutral
8656	Neutral	Neutral
10558	Joy	Joy
7746	Sadness	Sadness
11732	Anger	Anger
12508	Joy	Joy
8139	Joy	Joy
9296	Neutral	Neutral
12480	Neutral	Neutral
9127	Neutral	Neutral
8293	Joy	Joy
12304	Joy	Joy
1023	Neutral	Neutral
347	Joy	Joy
581	Joy	Joy
237	Love	Love
507	Sadness	Sadness
123	Anger	Anger
965	Sadness	Sadness
619	Anger	Anger
234	Neutral	Neutral
1198	Sadness	Sadness
1184	Love	Love
804	Joy	Joy
963	Joy	Joy
488	Sadness	Sadness
303	Anger	Anger
1069	Anger	Anger
1101	Joy	Joy
761	Sadness	Neutral
137	Anger	Anger
893	Joy	Joy
210	Anger	Anger
971	Joy	Joy
1309	Fear	Fear
975	Joy	Joy
899	Neutral	Neutral
958	Joy	Joy
1132	Love	Love
255	Joy	Joy
201	Joy	Joy
1324	Joy	Joy
39	Neutral	Neutral
700	Neutral	Neutral
828	Love	Neutral
1181	Sadness	Sadness
895	Neutral	Neutral
268	Joy	Joy
1268	Joy	Joy
515	Anger	Anger
1045	Neutral	Neutral
493	Neutral	Neutral
960	Sadness	Sadness
577	Neutral	Neutral
727	Fear	Fear
433	Neutral	Neutral
287	Joy	Joy
969	Anger	Anger
44	Neutral	Neutral
1002	Anger	Anger
1039	Sadness	Sadness
1007	Sadness	Sadness
409	Joy	Joy
1089	Sadness	Sadness
462	Neutral	Neutral
1276	Anger	Neutral
428	Joy	Joy
863	Joy	Joy
1119	Joy	Joy
988	Neutral	Neutral
712	Love	Love
455	Anger	Anger
1162	Love	Love
1102	Neutral	Neutral
85	Anger	Anger
901	Anger	Anger
737	Neutral	Neutral
53	Neutral	Neutral
478	Love	Love
156	Anger	Anger
914	Love	Love
80	Fear	Fear
657	Neutral	Neutral
1163	Anger	Anger
70	Neutral	Neutral
1287	Love	Love
336	Joy	Joy
1079	Love	Love
315	Sadness	Sadness
441	Anger	Anger
1091	Neutral	Neutral
540	Sadness	Sadness
1092	Sadness	Sadness
1059	Sadness	Neutral
1182	Anger	Anger
1117	Neutral	Neutral
222	Neutral	Neutral
1011	Joy	Joy
629	Neutral	Neutral
984	Sadness	Neutral
1258	Love	Love
978	Joy	Neutral
954	Sadness	Sadness
844	Joy	Joy
1157	Joy	Joy
650	Joy	Joy
144	Anger	Anger
529	Love	Love
607	Neutral	Neutral
203	Anger	Anger
1246	Neutral	Neutral
325	Neutral	Neutral
505	Anger	Anger
150	Anger	Anger
622	Anger	Anger
96	Sadness	Sadness
951	Fear	Fear
805	Joy	Joy
1015	Fear	Fear
927	Love	Love
831	Neutral	Neutral
180	Anger	Anger
1197	Neutral	Neutral
93	Neutral	Neutral
1085	Joy	Joy
520	Joy	Joy
874	Anger	Anger
1057	Anger	Anger
375	Neutral	Neutral
1	Joy	Joy
832	Neutral	Neutral
1289	Joy	Joy
587	Anger	Anger
826	Sadness	Sadness
970	Neutral	Neutral
125	Love	Love
882	Sadness	Sadness
212	Neutral	Neutral
976	Joy	Joy
240	Anger	Anger
1081	Joy	Joy
542	Joy	Joy
23	Sadness	Sadness
401	Sadness	Sadness
501	Neutral	Neutral
711	Fear	Fear
436	Fear	Fear
807	Anger	Anger
987	Neutral	Neutral
549	Neutral	Neutral
853	Love	Love
204	Joy	Joy
1109	Neutral	Neutral
908	Joy	Joy
86	Anger	Anger
38	Neutral	Neutral
1227	Joy	Joy
871	Anger	Anger
338	Neutral	Neutral
100	Fear	Neutral
1291	Neutral	Neutral
208	Joy	Joy
87	Anger	Neutral
1022	Sadness	Sadness
223	Love	Love
249	Joy	Joy
1106	Neutral	Neutral
185	Anger	Anger
89	Joy	Joy
652	Neutral	Neutral
926	Joy	Joy
585	Anger	Anger
1256	Anger	Anger
676	Fear	Fear
442	Anger	Anger
364	Joy	Joy
1000	Anger	Anger
945	Fear	Fear
332	Joy	Joy
948	Love	Love
4	Anger	Anger
8	Neutral	Neutral
792	Anger	Anger
1172	Anger	Anger
1230	Anger	Neutral
856	Anger	Anger
1166	Joy	Joy
1236	Sadness	Sadness
643	Neutral	Neutral
890	Fear	Fear
647	Joy	Joy
554	Anger	Anger
270	Sadness	Sadness
445	Neutral	Neutral
135	Love	Love
182	Neutral	Neutral
1019	Anger	Anger
678	Anger	Anger
519	Love	Love
1146	Neutral	Neutral
443	Love	Love
318	Anger	Anger
71	Neutral	Neutral
994	Anger	Anger
624	Neutral	Neutral
1005	Anger	Anger
377	Anger	Anger
97	Joy	Joy
1061	Joy	Joy
486	Anger	Anger
833	Sadness	Sadness
725	Neutral	Neutral
339	Anger	Anger
247	Neutral	Neutral
130	Joy	Joy
256	Anger	Anger
525	Sadness	Neutral
132	Anger	Anger
1088	Neutral	Neutral
49	Joy	Joy
763	Anger	Anger
1290	Neutral	Neutral
40	Joy	Joy
1229	Sadness	Sadness
1158	Neutral	Neutral
1264	Anger	Anger
218	Joy	Joy
250	Fear	Fear
115	Sadness	Sadness
1242	Fear	Fear
759	Joy	Joy
309	Anger	Anger
539	Anger	Anger
238	Neutral	Neutral
902	Anger	Anger
190	Anger	Anger
1232	Sadness	Sadness
1021	Neutral	Neutral
2	Joy	Joy
88	Neutral	Neutral
171	Anger	Anger
148	Anger	Anger
251	Anger	Anger
1025	Joy	Joy
574	Joy	Joy
411	Sadness	Sadness
521	Love	Love
670	Joy	Joy
1161	Anger	Anger
573	Joy	Joy
1179	Joy	Joy
601	Anger	Anger
896	Love	Love
934	Joy	Neutral
932	Anger	Anger
54	Joy	Joy
786	Sadness	Sadness
565	Sadness	Sadness
1075	Joy	Joy
421	Love	Love
1222	Anger	Anger
473	Joy	Joy
19	Anger	Anger
221	Neutral	Neutral
110	Joy	Joy
430	Neutral	Neutral
116	Sadness	Sadness
563	Joy	Joy
181	Joy	Joy
1026	Anger	Anger
593	Fear	Fear
467	Joy	Joy
937	Anger	Anger
175	Neutral	Neutral
820	Neutral	Neutral
63	Joy	Joy
1111	Sadness	Sadness
46	Anger	Anger
668	Love	Neutral
1036	Joy	Joy
77	Love	Love
947	Anger	Anger
43	Neutral	Neutral
765	Neutral	Neutral
615	Joy	Joy
226	Anger	Anger
33	Anger	Anger
215	Anger	Anger
1300	Joy	Joy
1321	Neutral	Neutral
1220	Joy	Joy
679	Anger	Anger
41	Anger	Anger
560	Joy	Joy
1150	Anger	Anger
1196	Anger	Anger
6	Joy	Joy
10	Joy	Joy
911	Joy	Joy
12	Joy	Joy
1260	Anger	Anger
83	Neutral	Neutral
1168	Anger	Anger
161	Anger	Anger
94	Neutral	Neutral
1004	Joy	Joy
824	Joy	Joy
721	Sadness	Sadness
84	Fear	Fear
214	Anger	Anger
1303	Sadness	Sadness
846	Joy	Joy
1239	Sadness	Neutral
397	Sadness	Sadness
524	Joy	Joy
302	Neutral	Neutral
346	Joy	Joy
3	Love	Love
447	Joy	Joy
840	Anger	Anger
239	Anger	Anger
802	Fear	Fear
611	Sadness	Sadness
1195	Anger	Anger
429	Joy	Joy
811	Anger	Anger
620	Joy	Joy
1238	Neutral	Neutral
690	Anger	Anger
1118	Anger	Anger
216	Anger	Anger
879	Neutral	Neutral
266	Anger	Anger
31	Neutral	Neutral
1003	Anger	Anger
883	Love	Love
781	Joy	Joy
511	Neutral	Neutral
311	Anger	Anger
616	Sadness	Sadness
65	Neutral	Neutral
1134	Joy	Joy
822	Sadness	Sadness
991	Fear	Fear
547	Neutral	Neutral
464	Neutral	Neutral
1028	Joy	Joy
341	Joy	Joy
1154	Anger	Anger
1191	Anger	Anger
1189	Sadness	Sadness
458	Sadness	Sadness
1203	Joy	Joy
834	Love	Love
330	Neutral	Neutral
671	Neutral	Neutral
167	Neutral	Neutral
1072	Sadness	Sadness
275	Neutral	Neutral
264	Anger	Anger
1010	Sadness	Sadness
1040	Neutral	Neutral
1149	Love	Love
491	Joy	Joy
910	Sadness	Sadness
427	Anger	Anger
536	Anger	Anger
931	Joy	Joy
771	Neutral	Neutral
1241	Joy	Joy
60	Anger	Anger
982	Fear	Neutral
159	Anger	Anger
415	Love	Love
1247	Joy	Joy
1294	Neutral	Neutral
422	Anger	Anger
710	Joy	Joy
999	Joy	Joy
47	Love	Love
228	Joy	Joy
1173	Anger	Anger
1200	Anger	Anger
398	Joy	Joy
403	Joy	Joy
124	Joy	Joy
514	Anger	Anger
297	Joy	Joy
121	Sadness	Sadness
114	Anger	Anger
702	Neutral	Neutral
1176	Neutral	Neutral
1097	Anger	Anger
817	Neutral	Neutral
912	Anger	Anger
369	Sadness	Sadness
1096	Anger	Anger
395	Anger	Anger
880	Anger	Anger
839	Anger	Anger
872	Fear	Fear
72	Sadness	Sadness
735	Fear	Fear
13	Joy	Joy
532	Joy	Joy
545	Anger	Neutral
523	Joy	Joy
164	Joy	Joy
1199	Fear	Fear
265	Joy	Joy
176	Neutral	Neutral
57	Fear	Fear
860	Anger	Anger
1205	Joy	Joy
1216	Anger	Anger
1065	Joy	Joy
537	Joy	Joy
99	Sadness	Sadness
117	Neutral	Neutral
306	Anger	Anger
878	Neutral	Neutral
709	Sadness	Sadness
572	Anger	Anger
1283	Love	Love
773	Joy	Joy
206	Joy	Joy
567	Neutral	Neutral
199	Anger	Anger
392	Anger	Anger
105	Neutral	Neutral
885	Joy	Neutral
1249	Sadness	Sadness
813	Anger	Anger
837	Anger	Anger
0	Joy	Joy
136	Anger	Anger
142	Sadness	Sadness
1178	Neutral	Neutral
120	Anger	Anger
632	Joy	Joy
289	Sadness	Sadness
750	Neutral	Neutral
555	Joy	Joy
823	Anger	Anger
1137	Joy	Joy
1224	Joy	Joy
1104	Anger	Anger
1143	Neutral	Neutral
388	Fear	Fear
1266	Sadness	Sadness
1009	Joy	Joy
179	Joy	Joy
1194	Neutral	Neutral
308	Anger	Anger
358	Joy	Joy
1049	Neutral	Neutral
836	Sadness	Sadness
655	Neutral	Neutral
614	Fear	Fear
933	Joy	Joy
981	Joy	Joy
437	Neutral	Neutral
27	Neutral	Neutral
106	Neutral	Neutral
1058	Love	Love
400	Joy	Joy
858	Joy	Joy
408	Anger	Anger
513	Neutral	Neutral
723	Neutral	Neutral
617	Joy	Joy
1235	Neutral	Neutral
1138	Anger	Anger
453	Neutral	Neutral
310	Neutral	Neutral
1281	Love	Love
419	Neutral	Neutral
366	Anger	Anger
692	Anger	Anger
461	Anger	Anger
659	Anger	Anger
1622	Joy	Joy
1879	Joy	Joy
2674	Anger	Anger
2686	Anger	Anger
2718	Anger	Anger
1775	Neutral	Neutral
1777	Neutral	Neutral
1613	Sadness	Sadness
2864	Neutral	Neutral
3165	Anger	Anger
2337	Joy	Joy
2741	Neutral	Neutral
2225	Anger	Anger
3220	Joy	Joy
3275	Neutral	Neutral
1998	Joy	Joy
3271	Joy	Joy
2321	Anger	Anger
3126	Sadness	Sadness
3060	Love	Love
2733	Neutral	Neutral
3196	Fear	Fear
2331	Joy	Joy
2938	Love	Love
1360	Joy	Neutral
3097	Love	Love
2175	Joy	Joy
1459	Joy	Joy
1474	Joy	Joy
1997	Joy	Neutral
1851	Joy	Joy
2355	Love	Love
1844	Anger	Anger
3226	Neutral	Neutral
1736	Joy	Joy
2859	Anger	Anger
2448	Anger	Anger
2038	Sadness	Sadness
2727	Fear	Fear
2145	Joy	Joy
1554	Anger	Anger
1899	Anger	Anger
2104	Sadness	Sadness
3048	Neutral	Neutral
2542	Sadness	Sadness
3162	Sadness	Sadness
1843	Anger	Anger
1723	Joy	Joy
2317	Anger	Neutral
3039	Joy	Joy
1376	Neutral	Neutral
2177	Anger	Anger
2586	Anger	Anger
3256	Joy	Joy
2037	Anger	Anger
2961	Love	Love
2931	Neutral	Neutral
2563	Neutral	Neutral
1395	Fear	Fear
2127	Love	Love
2454	Anger	Anger
1619	Neutral	Neutral
3288	Joy	Joy
2709	Neutral	Neutral
1381	Anger	Anger
2021	Anger	Anger
1468	Fear	Fear
2946	Anger	Anger
3258	Sadness	Sadness
1850	Sadness	Sadness
1849	Anger	Anger
2969	Sadness	Sadness
1845	Joy	Joy
1331	Fear	Fear
2763	Neutral	Neutral
2865	Neutral	Neutral
2062	Neutral	Neutral
2964	Neutral	Neutral
2469	Sadness	Sadness
1852	Joy	Joy
2100	Sadness	Sadness
2872	Anger	Anger
3024	Neutral	Neutral
1929	Joy	Joy
2307	Anger	Anger
2041	Neutral	Neutral
2767	Fear	Fear
2315	Sadness	Sadness
1986	Anger	Anger
3030	Anger	Anger
2731	Anger	Anger
1521	Fear	Fear
2629	Joy	Joy
1461	Neutral	Neutral
1702	Sadness	Sadness
2551	Anger	Anger
1634	Anger	Anger
1946	Love	Love
2034	Anger	Neutral
1846	Neutral	Neutral
2326	Neutral	Neutral
1773	Neutral	Neutral
1443	Neutral	Neutral
2224	Joy	Joy
2468	Love	Love
1592	Neutral	Neutral
1980	Anger	Anger
1637	Fear	Fear
2124	Neutral	Neutral
2252	Neutral	Neutral
3053	Anger	Anger
3031	Joy	Joy
1654	Fear	Fear
2901	Joy	Joy
1957	Sadness	Sadness
2545	Neutral	Neutral
1838	Sadness	Sadness
2611	Anger	Anger
1375	Neutral	Neutral
3151	Love	Love
1488	Anger	Anger
1686	Anger	Neutral
1863	Anger	Anger
2011	Sadness	Sadness
2353	Fear	Fear
1363	Anger	Anger
1462	Love	Neutral
1628	Anger	Anger
3303	Anger	Anger
1524	Neutral	Neutral
3115	Neutral	Neutral
3019	Joy	Joy
2659	Anger	Anger
1738	Neutral	Neutral
2921	Sadness	Sadness
3269	Anger	Anger
1355	Joy	Joy
3136	Joy	Joy
2854	Neutral	Neutral
1442	Sadness	Sadness
1605	Anger	Anger
1780	Neutral	Neutral
3285	Sadness	Sadness
3005	Sadness	Sadness
2387	Love	Love
2099	Fear	Fear
2309	Anger	Anger
2507	Joy	Joy
1638	Joy	Joy
2810	Anger	Anger
1755	Sadness	Neutral
1433	Joy	Joy
3233	Anger	Neutral
2833	Anger	Anger
3246	Anger	Anger
2096	Anger	Anger
1684	Fear	Fear
2644	Anger	Anger
2097	Joy	Joy
1555	Joy	Joy
3150	Joy	Joy
1348	Love	Love
1801	Sadness	Sadness
2219	Anger	Anger
2541	Anger	Anger
1645	Sadness	Sadness
2000	Joy	Joy
1564	Sadness	Sadness
2881	Joy	Joy
2508	Anger	Anger
1725	Joy	Joy
2756	Love	Love
2241	Joy	Joy
1911	Anger	Anger
3265	Anger	Anger
2570	Sadness	Sadness
3255	Joy	Joy
1354	Anger	Anger
2498	Neutral	Neutral
2055	Anger	Anger
2944	Anger	Anger
1945	Anger	Anger
2877	Sadness	Sadness
2566	Joy	Neutral
2196	Anger	Anger
1414	Anger	Anger
1903	Sadness	Sadness
1697	Neutral	Neutral
3273	Anger	Anger
2493	Anger	Anger
2404	Sadness	Sadness
1924	Neutral	Neutral
1600	Sadness	Sadness
3235	Love	Love
2788	Sadness	Sadness
3245	Neutral	Neutral
2339	Neutral	Neutral
1545	Fear	Fear
2562	Neutral	Neutral
1882	Joy	Joy
1566	Anger	Anger
2600	Love	Love
3122	Fear	Fear
2163	Sadness	Sadness
1915	Joy	Joy
2379	Joy	Joy
2494	Fear	Fear
1671	Neutral	Neutral
2928	Anger	Anger
3319	Fear	Fear
3237	Joy	Neutral
2004	Anger	Anger
1491	Anger	Anger
2157	Sadness	Sadness
2636	Anger	Anger
1933	Love	Love
2536	Neutral	Neutral
3194	Anger	Anger
1571	Anger	Anger
2244	Neutral	Neutral
2059	Anger	Anger
1549	Joy	Neutral
3263	Anger	Anger
2456	Anger	Anger
3055	Sadness	Sadness
1678	Anger	Anger
3315	Joy	Joy
1541	Anger	Anger
1840	Sadness	Sadness
2459	Anger	Anger
2141	Anger	Anger
2435	Love	Love
2966	Joy	Joy
1525	Anger	Anger
2951	Fear	Fear
3240	Joy	Joy
1644	Anger	Anger
1344	Anger	Anger
2663	Anger	Anger
2621	Anger	Anger
2323	Sadness	Neutral
3146	Anger	Anger
1500	Anger	Anger
2645	Fear	Fear
1774	Anger	Anger
2308	Neutral	Neutral
2005	Joy	Joy
1754	Anger	Anger
1358	Joy	Joy
2588	Sadness	Sadness
2172	Anger	Anger
2516	Joy	Joy
2544	Anger	Anger
2410	Anger	Anger
1726	Fear	Fear
2824	Love	Love
2480	Anger	Anger
2669	Fear	Fear
2949	Anger	Anger
2623	Neutral	Neutral
2375	Joy	Joy
2202	Fear	Neutral
2502	Joy	Joy
2746	Anger	Anger
2247	Joy	Joy
3327	Joy	Joy
1975	Anger	Anger
2452	Anger	Anger
2548	Anger	Anger
2876	Anger	Anger
2118	Love	Love
2457	Neutral	Neutral
2426	Joy	Joy
3075	Fear	Fear
1581	Joy	Joy
1907	Joy	Joy
1685	Anger	Anger
2897	Joy	Joy
2291	Anger	Anger
2535	Neutral	Neutral
2050	Fear	Fear
1829	Anger	Anger
2268	Joy	Joy
3119	Anger	Anger
1374	Joy	Joy
3289	Sadness	Sadness
1332	Anger	Anger
1609	Neutral	Neutral
2896	Anger	Anger
1958	Anger	Neutral
2417	Joy	Joy
2670	Neutral	Neutral
2153	Joy	Joy
1642	Love	Love
3149	Neutral	Neutral
3187	Anger	Anger
2496	Sadness	Sadness
2149	Anger	Anger
1719	Anger	Anger
3168	Neutral	Neutral
2198	Anger	Neutral
1703	Love	Neutral
1951	Anger	Anger
2907	Anger	Anger
2446	Joy	Joy
3229	Neutral	Neutral
3002	Anger	Anger
1396	Love	Love
2882	Anger	Anger
2510	Anger	Anger
3250	Fear	Fear
2275	Neutral	Neutral
2057	Anger	Anger
3015	Anger	Anger
2466	Neutral	Neutral
2461	Sadness	Sadness
2165	Love	Love
2940	Anger	Neutral
2002	Neutral	Neutral
3300	Neutral	Neutral
2517	Neutral	Neutral
1501	Sadness	Sadness
1649	Joy	Joy
2113	Joy	Joy
2208	Fear	Neutral
3291	Anger	Anger
2232	Love	Love
2262	Joy	Joy
1906	Anger	Anger
3045	Anger	Anger
1402	Neutral	Neutral
2120	Joy	Joy
1696	Fear	Fear
2738	Joy	Joy
1626	Anger	Anger
2989	Anger	Anger
1420	Joy	Joy
1452	Anger	Anger
2312	Joy	Joy
3101	Neutral	Neutral
3228	Joy	Joy
2233	Anger	Anger
2667	Sadness	Sadness
2815	Anger	Anger
1858	Neutral	Neutral
2775	Joy	Joy
1842	Joy	Joy
2905	Neutral	Neutral
1408	Anger	Anger
2085	Joy	Joy
2213	Joy	Joy
2481	Joy	Joy
1940	Joy	Joy
1932	Sadness	Sadness
2996	Joy	Joy
2334	Anger	Anger
2512	Anger	Anger
1507	Neutral	Neutral
2691	Anger	Anger
2283	Anger	Anger
1952	Anger	Anger
1888	Joy	Neutral
3208	Anger	Anger
2343	Anger	Anger
2017	Anger	Anger
3184	Sadness	Sadness
2619	Joy	Joy
2261	Anger	Anger
2953	Sadness	Sadness
2651	Neutral	Neutral
2297	Joy	Joy
1538	Joy	Joy
1523	Love	Love
2030	Neutral	Neutral
2716	Joy	Joy
2398	Neutral	Neutral
2388	Fear	Fear
2925	Anger	Anger
3096	Anger	Anger
1591	Neutral	Neutral
2625	Joy	Joy
1560	Anger	Anger
2558	Sadness	Sadness
3309	Anger	Anger
1963	Sadness	Sadness
1865	Neutral	Neutral
3074	Neutral	Neutral
1839	Neutral	Neutral
2176	Neutral	Neutral
3236	Neutral	Neutral
2834	Anger	Anger
2419	Anger	Anger
2142	Fear	Neutral
2254	Joy	Joy
1918	Joy	Neutral
3006	Anger	Neutral
2722	Love	Love
2918	Neutral	Neutral
2340	Neutral	Neutral
3218	Anger	Anger
2364	Sadness	Sadness
1943	Joy	Joy
1892	Anger	Anger
2908	Joy	Joy
2067	Joy	Joy
2822	Neutral	Neutral
3109	Anger	Anger
1416	Anger	Anger
2373	Sadness	Sadness
1550	Anger	Anger
2806	Neutral	Neutral
3064	Sadness	Sadness
1481	Fear	Fear
2613	Anger	Anger
3121	Anger	Anger
2136	Anger	Anger
1602	Joy	Joy
3314	Anger	Anger
1985	Love	Love
2336	Neutral	Neutral
3157	Sadness	Sadness
1533	Fear	Fear
1553	Joy	Joy
3274	Neutral	Neutral
2204	Neutral	Neutral
2183	Joy	Joy
2758	Neutral	Neutral
3092	Love	Love
1646	Anger	Neutral
2134	Anger	Anger
3257	Anger	Anger
1887	Sadness	Sadness
1981	Anger	Anger
1446	Joy	Joy
1611	Anger	Anger
1495	Joy	Joy
2571	Sadness	Sadness
2771	Anger	Anger
2676	Sadness	Sadness
2935	Anger	Anger
2463	Fear	Fear
2685	Anger	Anger
3326	Love	Love
3206	Neutral	Neutral
2993	Joy	Joy
2427	Love	Love
1548	Joy	Joy
3016	Joy	Neutral
1328	Joy	Joy
1928	Anger	Anger
2533	Neutral	Neutral
2302	Neutral	Neutral
1458	Fear	Fear
2960	Love	Love
3004	Anger	Anger
3173	Neutral	Neutral
1942	Anger	Anger
2487	Neutral	Neutral
1546	Fear	Fear
2761	Anger	Anger
2369	Joy	Neutral
2411	Sadness	Sadness
1544	Neutral	Neutral
3211	Anger	Anger
2554	Anger	Anger
2031	Anger	Anger
2325	Anger	Anger
2802	Neutral	Neutral
2673	Sadness	Sadness
2125	Anger	Anger
1869	Neutral	Neutral
2649	Anger	Anger
1699	Neutral	Neutral
1860	Joy	Joy
2987	Joy	Joy
1826	Joy	Joy
2501	Anger	Anger
1522	Joy	Joy
1347	Neutral	Neutral
2998	Anger	Anger
1597	Fear	Fear
2857	Anger	Anger
1617	Joy	Joy
1762	Anger	Anger
3295	Anger	Anger
1589	Joy	Joy
2271	Neutral	Neutral
2152	Neutral	Neutral
3804	Joy	Joy
3996	Anger	Anger
3824	Anger	Anger
3944	Joy	Joy
3520	Joy	Joy
3600	Neutral	Neutral
3857	Anger	Anger
3644	Anger	Anger
3556	Joy	Joy
4042	Anger	Anger
3353	Neutral	Neutral
3685	Anger	Anger
3550	Anger	Neutral
3961	Neutral	Neutral
3464	Joy	Joy
3698	Neutral	Neutral
3739	Joy	Joy
3680	Anger	Anger
3336	Neutral	Neutral
3471	Neutral	Neutral
3771	Joy	Joy
3755	Sadness	Sadness
4068	Neutral	Neutral
3557	Fear	Fear
3825	Joy	Joy
3691	Neutral	Neutral
4025	Neutral	Neutral
4061	Sadness	Sadness
3706	Fear	Fear
3364	Joy	Joy
3872	Joy	Joy
4015	Joy	Joy
3724	Joy	Joy
3393	Joy	Joy
3404	Joy	Joy
3387	Joy	Joy
3618	Sadness	Neutral
