ID	Labels	InitialLabels
1239	Sadness	Neutral
397	Neutral	Sadness
524	Neutral	Joy
302	Neutral	Neutral
346	Joy	Joy
3	Love	Love
447	Love	Joy
840	Sadness	Anger
239	Anger	Anger
802	Sadness	Fear
611	Sadness	Sadness
1195	Anger	Anger
429	Neutral	Joy
811	Sadness	Anger
620	Joy	Joy
1238	Neutral	Neutral
690	Neutral	Anger
1118	Neutral	Anger
216	Sadness	Anger
879	Neutral	Neutral
266	Joy	Anger
31	Neutral	Neutral
1003	Sadness	Anger
883	Neutral	Love
781	Joy	Joy
511	Neutral	Neutral
311	Anger	Anger
616	Sadness	Sadness
65	Neutral	Neutral
1134	Neutral	Joy
822	Neutral	Sadness
991	Neutral	Fear
547	Neutral	Neutral
464	Neutral	Neutral
1028	Joy	Joy
341	Joy	Joy
1154	Sadness	Anger
1191	Sadness	Anger
1189	Anger	Sadness
458	Neutral	Sadness
1203	Neutral	Joy
834	Love	Love
330	Neutral	Neutral
671	Neutral	Neutral
167	Neutral	Neutral
1072	Sadness	Sadness
275	Neutral	Neutral
264	Neutral	Anger
1010	Neutral	Sadness
1040	Neutral	Neutral
1149	Love	Love
491	Joy	Joy
910	Anger	Sadness
427	Anger	Anger
536	Sadness	Anger
931	Neutral	Joy
771	Neutral	Neutral
1241	Neutral	Joy
60	Anger	Anger
982	Fear	Neutral
159	Sadness	Anger
415	Joy	Love
1247	Joy	Joy
1294	Neutral	Neutral
422	Sadness	Anger
710	Joy	Joy
999	Joy	Joy
47	Sadness	Love
228	Love	Joy
1173	Neutral	Anger
1200	Sadness	Anger
398	Anger	Joy
403	Joy	Joy
124	Joy	Joy
514	Sadness	Anger
297	Neutral	Joy
121	Neutral	Sadness
114	Anger	Anger
702	Neutral	Neutral
1176	Neutral	Neutral
1097	Neutral	Anger
817	Neutral	Neutral
912	Sadness	Anger
369	Neutral	Sadness
1096	Anger	Anger
395	Neutral	Anger
880	Neutral	Anger
839	Anger	Anger
872	Fear	Fear
72	Neutral	Sadness
735	Neutral	Fear
13	Joy	Joy
532	Joy	Joy
545	Anger	Neutral
523	Joy	Joy
164	Joy	Joy
1199	Neutral	Fear
265	Joy	Joy
176	Neutral	Neutral
57	Fear	Fear
860	Anger	Anger
1205	Joy	Joy
1216	Sadness	Anger
1065	Sadness	Joy
537	Joy	Joy
99	Sadness	Sadness
117	Neutral	Neutral
306	Neutral	Anger
878	Neutral	Neutral
709	Neutral	Sadness
572	Sadness	Anger
1283	Joy	Love
773	Joy	Joy
206	Neutral	Joy
567	Neutral	Neutral
199	Anger	Anger
392	Sadness	Anger
105	Neutral	Neutral
885	Joy	Neutral
1249	Anger	Sadness
813	Neutral	Anger
837	Sadness	Anger
0	Joy	Joy
136	Sadness	Anger
142	Fear	Sadness
1178	Neutral	Neutral
120	Anger	Anger
632	Joy	Joy
289	Sadness	Sadness
750	Neutral	Neutral
555	Neutral	Joy
823	Neutral	Anger
1137	Neutral	Joy
1224	Neutral	Joy
1104	Neutral	Anger
1143	Neutral	Neutral
388	Neutral	Fear
1266	Neutral	Sadness
1009	Joy	Joy
179	Joy	Joy
1194	Neutral	Neutral
308	Sadness	Anger
358	Joy	Joy
1049	Neutral	Neutral
836	Neutral	Sadness
655	Neutral	Neutral
614	Sadness	Fear
933	Neutral	Joy
981	Joy	Joy
437	Neutral	Neutral
27	Neutral	Neutral
106	Neutral	Neutral
1058	Love	Love
400	Neutral	Joy
858	Love	Joy
408	Sadness	Anger
513	Neutral	Neutral
723	Neutral	Neutral
617	Joy	Joy
1235	Neutral	Neutral
1138	Anger	Anger
453	Neutral	Neutral
310	Neutral	Neutral
1281	Joy	Love
419	Neutral	Neutral
366	Neutral	Anger
692	Sadness	Anger
461	Sadness	Anger
659	Anger	Anger
1622	Sadness	Joy
1879	Joy	Joy
2674	Neutral	Anger
2686	Sadness	Anger
2718	Anger	Anger
1775	Neutral	Neutral
1777	Neutral	Neutral
1613	Neutral	Sadness
2864	Neutral	Neutral
3165	Neutral	Anger
2337	Joy	Joy
2741	Neutral	Neutral
2225	Neutral	Anger
3220	Joy	Joy
3275	Neutral	Neutral
1998	Joy	Joy
3271	Neutral	Joy
2321	Neutral	Anger
3126	Neutral	Sadness
3060	Sadness	Love
2733	Neutral	Neutral
3196	Neutral	Fear
2331	Fear	Joy
2938	Neutral	Love
1360	Joy	Neutral
3097	Love	Love
2175	Joy	Joy
1459	Neutral	Joy
1474	Joy	Joy
1997	Joy	Neutral
1851	Joy	Joy
2355	Love	Love
1844	Neutral	Anger
3226	Neutral	Neutral
1736	Neutral	Joy
2859	Neutral	Anger
2448	Fear	Anger
2038	Anger	Sadness
2727	Fear	Fear
2145	Joy	Joy
1554	Sadness	Anger
1899	Neutral	Anger
2104	Anger	Sadness
3048	Neutral	Neutral
2542	Sadness	Sadness
3162	Fear	Sadness
1843	Anger	Anger
1723	Neutral	Joy
2317	Anger	Neutral
3039	Joy	Joy
1376	Neutral	Neutral
2177	Neutral	Anger
2586	Anger	Anger
3256	Joy	Joy
2037	Neutral	Anger
2961	Love	Love
2931	Neutral	Neutral
2563	Neutral	Neutral
1395	Neutral	Fear
2127	Love	Love
2454	Neutral	Anger
1619	Neutral	Neutral
3288	Neutral	Joy
2709	Neutral	Neutral
1381	Neutral	Anger
2021	Fear	Anger
1468	Neutral	Fear
2946	Neutral	Anger
3258	Sadness	Sadness
1850	Sadness	Sadness
1849	Anger	Anger
2969	Fear	Sadness
1845	Neutral	Joy
1331	Anger	Fear
2763	Neutral	Neutral
2865	Neutral	Neutral
2062	Neutral	Neutral
2964	Neutral	Neutral
2469	Sadness	Sadness
1852	Joy	Joy
2100	Anger	Sadness
2872	Anger	Anger
3024	Neutral	Neutral
1929	Anger	Joy
2307	Neutral	Anger
2041	Neutral	Neutral
2767	Neutral	Fear
2315	Fear	Sadness
1986	Anger	Anger
3030	Neutral	Anger
2731	Neutral	Anger
1521	Fear	Fear
2629	Joy	Joy
1461	Neutral	Neutral
1702	Sadness	Sadness
2551	Sadness	Anger
1634	Anger	Anger
1946	Neutral	Love
2034	Anger	Neutral
1846	Neutral	Neutral
2326	Neutral	Neutral
1773	Neutral	Neutral
1443	Neutral	Neutral
2224	Joy	Joy
2468	Joy	Love
1592	Neutral	Neutral
1980	Neutral	Anger
1637	Neutral	Fear
2124	Neutral	Neutral
2252	Neutral	Neutral
3053	Neutral	Anger
3031	Joy	Joy
1654	Neutral	Fear
2901	Anger	Joy
1957	Anger	Sadness
2545	Neutral	Neutral
1838	Neutral	Sadness
2611	Neutral	Anger
1375	Neutral	Neutral
3151	Love	Love
1488	Neutral	Anger
1686	Anger	Neutral
1863	Anger	Anger
2011	Anger	Sadness
2353	Neutral	Fear
1363	Neutral	Anger
1462	Love	Neutral
1628	Sadness	Anger
3303	Sadness	Anger
1524	Neutral	Neutral
3115	Neutral	Neutral
3019	Neutral	Joy
2659	Neutral	Anger
1738	Neutral	Neutral
2921	Anger	Sadness
3269	Sadness	Anger
1355	Neutral	Joy
3136	Neutral	Joy
2854	Neutral	Neutral
1442	Sadness	Sadness
1605	Sadness	Anger
1780	Neutral	Neutral
3285	Anger	Sadness
3005	Sadness	Sadness
2387	Love	Love
2099	Fear	Fear
2309	Sadness	Anger
2507	Neutral	Joy
1638	Joy	Joy
2810	Anger	Anger
1755	Sadness	Neutral
1433	Neutral	Joy
3233	Anger	Neutral
2833	Neutral	Anger
3246	Anger	Anger
2096	Anger	Anger
1684	Joy	Fear
2644	Anger	Anger
2097	Neutral	Joy
1555	Joy	Joy
3150	Neutral	Joy
1348	Love	Love
1801	Anger	Sadness
2219	Anger	Anger
2541	Neutral	Anger
1645	Fear	Sadness
2000	Neutral	Joy
1564	Sadness	Sadness
2881	Neutral	Joy
2508	Sadness	Anger
1725	Anger	Joy
2756	Love	Love
2241	Joy	Joy
1911	Neutral	Anger
3265	Sadness	Anger
2570	Sadness	Sadness
3255	Joy	Joy
1354	Anger	Anger
2498	Neutral	Neutral
2055	Anger	Anger
2944	Sadness	Anger
1945	Neutral	Anger
2877	Sadness	Sadness
2566	Joy	Neutral
2196	Neutral	Anger
1414	Anger	Anger
1903	Neutral	Sadness
1697	Neutral	Neutral
3273	Joy	Anger
2493	Anger	Anger
2404	Fear	Sadness
1924	Neutral	Neutral
1600	Anger	Sadness
3235	Love	Love
2788	Neutral	Sadness
3245	Neutral	Neutral
2339	Neutral	Neutral
1545	Fear	Fear
2562	Neutral	Neutral
1882	Joy	Joy
1566	Neutral	Anger
2600	Love	Love
3122	Fear	Fear
2163	Anger	Sadness
1915	Joy	Joy
2379	Joy	Joy
2494	Fear	Fear
1671	Neutral	Neutral
2928	Anger	Anger
3319	Fear	Fear
3237	Joy	Neutral
2004	Sadness	Anger
1491	Anger	Anger
2157	Neutral	Sadness
2636	Sadness	Anger
1933	Love	Love
2536	Neutral	Neutral
3194	Neutral	Anger
1571	Sadness	Anger
2244	Neutral	Neutral
2059	Anger	Anger
1549	Joy	Neutral
3263	Anger	Anger
2456	Anger	Anger
3055	Love	Sadness
1678	Sadness	Anger
3315	Joy	Joy
1541	Anger	Anger
1840	Sadness	Sadness
2459	Sadness	Anger
2141	Neutral	Anger
2435	Love	Love
2966	Neutral	Joy
1525	Neutral	Anger
2951	Sadness	Fear
3240	Neutral	Joy
1644	Anger	Anger
1344	Anger	Anger
2663	Anger	Anger
2621	Neutral	Anger
2323	Sadness	Neutral
3146	Sadness	Anger
1500	Neutral	Anger
2645	Neutral	Fear
1774	Neutral	Anger
2308	Neutral	Neutral
2005	Joy	Joy
1754	Anger	Anger
1358	Love	Joy
2588	Neutral	Sadness
2172	Neutral	Anger
2516	Neutral	Joy
2544	Anger	Anger
2410	Neutral	Anger
1726	Anger	Fear
2824	Love	Love
2480	Neutral	Anger
2669	Sadness	Fear
2949	Anger	Anger
2623	Neutral	Neutral
2375	Neutral	Joy
2202	Fear	Neutral
2502	Anger	Joy
2746	Neutral	Anger
2247	Joy	Joy
3327	Joy	Joy
1975	Sadness	Anger
2452	Anger	Anger
2548	Anger	Anger
2876	Neutral	Anger
2118	Neutral	Love
2457	Neutral	Neutral
2426	Neutral	Joy
3075	Fear	Fear
1581	Neutral	Joy
1907	Neutral	Joy
1685	Sadness	Anger
2897	Joy	Joy
2291	Anger	Anger
2535	Neutral	Neutral
2050	Neutral	Fear
1829	Anger	Anger
2268	Joy	Joy
3119	Neutral	Anger
1374	Joy	Joy
3289	Sadness	Sadness
1332	Sadness	Anger
1609	Neutral	Neutral
2896	Sadness	Anger
1958	Anger	Neutral
2417	Sadness	Joy
2670	Neutral	Neutral
2153	Joy	Joy
1642	Love	Love
3149	Neutral	Neutral
3187	Neutral	Anger
2496	Neutral	Sadness
2149	Anger	Anger
1719	Anger	Anger
3168	Neutral	Neutral
2198	Anger	Neutral
1703	Love	Neutral
1951	Neutral	Anger
2907	Anger	Anger
2446	Joy	Joy
3229	Neutral	Neutral
3002	Neutral	Anger
1396	Love	Love
2882	Anger	Anger
2510	Sadness	Anger
3250	Neutral	Fear
2275	Neutral	Neutral
2057	Joy	Anger
3015	Sadness	Anger
2466	Neutral	Neutral
2461	Anger	Sadness
2165	Neutral	Love
2940	Anger	Neutral
2002	Neutral	Neutral
3300	Neutral	Neutral
2517	Neutral	Neutral
1501	Sadness	Sadness
1649	Neutral	Joy
2113	Joy	Joy
2208	Fear	Neutral
3291	Sadness	Anger
2232	Love	Love
2262	Joy	Joy
1906	Sadness	Anger
3045	Sadness	Anger
1402	Neutral	Neutral
2120	Joy	Joy
1696	Neutral	Fear
2738	Joy	Joy
1626	Neutral	Anger
2989	Sadness	Anger
1420	Joy	Joy
1452	Joy	Anger
2312	Neutral	Joy
3101	Neutral	Neutral
3228	Joy	Joy
2233	Anger	Anger
2667	Anger	Sadness
2815	Anger	Anger
1858	Neutral	Neutral
2775	Neutral	Joy
1842	Anger	Joy
2905	Neutral	Neutral
1408	Sadness	Anger
2085	Anger	Joy
2213	Joy	Joy
2481	Joy	Joy
1940	Joy	Joy
1932	Anger	Sadness
2996	Joy	Joy
2334	Neutral	Anger
2512	Neutral	Anger
1507	Neutral	Neutral
2691	Anger	Anger
2283	Neutral	Anger
1952	Sadness	Anger
1888	Joy	Neutral
3208	Neutral	Anger
2343	Sadness	Anger
2017	Anger	Anger
3184	Sadness	Sadness
2619	Neutral	Joy
2261	Sadness	Anger
2953	Sadness	Sadness
2651	Neutral	Neutral
2297	Neutral	Joy
1538	Joy	Joy
1523	Neutral	Love
2030	Neutral	Neutral
2716	Joy	Joy
2398	Neutral	Neutral
2388	Neutral	Fear
2925	Anger	Anger
3096	Neutral	Anger
1591	Neutral	Neutral
2625	Joy	Joy
1560	Sadness	Anger
2558	Sadness	Sadness
3309	Sadness	Anger
1963	Anger	Sadness
1865	Neutral	Neutral
3074	Neutral	Neutral
1839	Neutral	Neutral
2176	Neutral	Neutral
3236	Neutral	Neutral
2834	Anger	Anger
2419	Anger	Anger
2142	Fear	Neutral
2254	Joy	Joy
1918	Joy	Neutral
3006	Anger	Neutral
2722	Love	Love
2918	Neutral	Neutral
2340	Neutral	Neutral
3218	Fear	Anger
2364	Anger	Sadness
1943	Anger	Joy
1892	Anger	Anger
2908	Joy	Joy
2067	Joy	Joy
2822	Neutral	Neutral
3109	Neutral	Anger
1416	Anger	Anger
2373	Anger	Sadness
1550	Anger	Anger
2806	Neutral	Neutral
3064	Sadness	Sadness
1481	Fear	Fear
2613	Anger	Anger
3121	Anger	Anger
2136	Neutral	Anger
1602	Anger	Joy
3314	Sadness	Anger
1985	Neutral	Love
2336	Neutral	Neutral
3157	Anger	Sadness
1533	Fear	Fear
1553	Joy	Joy
3274	Neutral	Neutral
2204	Neutral	Neutral
2183	Joy	Joy
2758	Neutral	Neutral
3092	Joy	Love
1646	Anger	Neutral
2134	Anger	Anger
3257	Anger	Anger
1887	Sadness	Sadness
1981	Anger	Anger
1446	Joy	Joy
1611	Sadness	Anger
1495	Joy	Joy
2571	Neutral	Sadness
2771	Neutral	Anger
2676	Neutral	Sadness
2935	Neutral	Anger
2463	Anger	Fear
2685	Neutral	Anger
3326	Neutral	Love
3206	Neutral	Neutral
2993	Joy	Joy
2427	Neutral	Love
1548	Love	Joy
3016	Joy	Neutral
1328	Fear	Joy
1928	Neutral	Anger
2533	Neutral	Neutral
2302	Neutral	Neutral
1458	Anger	Fear
2960	Joy	Love
3004	Neutral	Anger
3173	Neutral	Neutral
1942	Anger	Anger
2487	Neutral	Neutral
1546	Neutral	Fear
2761	Anger	Anger
2369	Joy	Neutral
2411	Fear	Sadness
1544	Neutral	Neutral
3211	Neutral	Anger
2554	Anger	Anger
2031	Neutral	Anger
2325	Fear	Anger
2802	Neutral	Neutral
2673	Neutral	Sadness
2125	Anger	Anger
1869	Neutral	Neutral
2649	Anger	Anger
1699	Neutral	Neutral
1860	Joy	Joy
2987	Joy	Joy
1826	Joy	Joy
2501	Anger	Anger
1522	Neutral	Joy
1347	Neutral	Neutral
2998	Neutral	Anger
1597	Fear	Fear
2857	Neutral	Anger
1617	Neutral	Joy
1762	Neutral	Anger
3295	Neutral	Anger
1589	Joy	Joy
2271	Neutral	Neutral
2152	Neutral	Neutral
3804	Neutral	Joy
3996	Neutral	Anger
3824	Anger	Anger
3944	Joy	Joy
3520	Neutral	Joy
3600	Neutral	Neutral
3857	Neutral	Anger
3644	Sadness	Anger
