ID	Labels	InitialLabels
12569	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9381	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7682	Neutral	Neutral
9280	Neutral	Neutral
10177	Neutral	Neutral
6727	Neutral	Neutral
9347	Neutral	Neutral
9821	Neutral	Neutral
8628	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12251	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11633	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
6880	Neutral	Neutral
6624	Neutral	Neutral
11333	Neutral	Neutral
9725	Neutral	Neutral
8568	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10938	Neutral	Neutral
12612	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12824	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12379	Neutral	Neutral
7603	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12013	Neutral	Neutral
7309	Neutral	Neutral
10088	Joy	Neutral
11384	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9255	Neutral	Neutral
12799	Sadness	Neutral
12806	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10424	Fear	Neutral
9031	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12386	Neutral	Neutral
7171	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7791	Neutral	Neutral
7708	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9644	Neutral	Neutral
8024	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9549	Neutral	Neutral
7239	Neutral	Neutral
9938	Neutral	Neutral
8694	Joy	Neutral
12497	Neutral	Neutral
6628	Neutral	Neutral
11152	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10145	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7764	Neutral	Neutral
10245	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8336	Neutral	Neutral
10757	Neutral	Neutral
9133	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9395	Neutral	Neutral
6604	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10429	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9037	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12105	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12273	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8842	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7298	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
6788	Anger	Neutral
8206	Neutral	Neutral
10246	Neutral	Neutral
11864	Neutral	Neutral
6695	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11472	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9629	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10377	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9327	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9558	Neutral	Neutral
7676	Neutral	Neutral
8188	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8077	Neutral	Neutral
9545	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9406	Neutral	Neutral
8307	Neutral	Neutral
11974	Neutral	Neutral
8715	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7460	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12681	Neutral	Neutral
9508	Neutral	Neutral
7538	Neutral	Neutral
10165	Neutral	Neutral
11851	Neutral	Neutral
12079	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8926	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11458	Neutral	Neutral
9092	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9769	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12455	Neutral	Neutral
11517	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11057	Anger	Neutral
11973	Neutral	Neutral
8008	Neutral	Neutral
9905	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7539	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7100	Neutral	Neutral
7543	Neutral	Neutral
9978	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11464	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11540	Neutral	Neutral
12464	Neutral	Neutral
12701	Neutral	Neutral
12365	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9453	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12566	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7871	Neutral	Neutral
10994	Neutral	Neutral
10195	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10312	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11652	Neutral	Neutral
8832	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7403	Neutral	Neutral
12330	Neutral	Neutral
7113	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10384	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
6812	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9954	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
6935	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7260	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12781	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9886	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11766	Neutral	Neutral
10637	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12095	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9500	Neutral	Neutral
6673	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11342	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7025	Neutral	Neutral
11310	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10353	Neutral	Neutral
7078	Neutral	Neutral
7794	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12542	Neutral	Neutral
10879	Neutral	Neutral
11770	Neutral	Neutral
7927	Neutral	Neutral
8912	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10677	Neutral	Neutral
11800	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7734	Neutral	Neutral
7055	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8046	Neutral	Neutral
7482	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
6659	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7126	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
7122	Neutral	Neutral
12339	Neutral	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10046	Neutral	Neutral
8045	Neutral	Neutral
9674	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9227	Neutral	Neutral
9058	Neutral	Neutral
8833	Neutral	Neutral
8417	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11552	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10139	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
10385	Neutral	Neutral
8702	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11052	Neutral	Neutral
8080	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8338	Neutral	Neutral
6745	Neutral	Neutral
12004	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9230	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11845	Neutral	Neutral
10579	Neutral	Neutral
10660	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9425	Neutral	Neutral
10873	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9016	Neutral	Neutral
8490	Neutral	Neutral
11233	Neutral	Neutral
10715	Neutral	Neutral
8656	Neutral	Neutral
10558	Neutral	Neutral
7746	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
11732	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12508	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8139	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
9296	Neutral	Neutral
12480	Neutral	Neutral
9127	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
8293	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
12304	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1023	Neutral	Neutral
347	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
581	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
237	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
507	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
123	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
965	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
619	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
234	Neutral	Neutral
1198	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1184	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
804	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
963	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
488	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
303	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1069	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1101	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
761	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
137	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
893	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
210	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
971	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1309	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
975	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
899	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
958	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1132	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
255	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
201	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1324	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
39	Neutral	Neutral
700	Neutral	Neutral
828	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1181	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
895	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
268	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1268	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
515	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1045	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
493	Neutral	Neutral
960	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
577	Neutral	Neutral
727	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
433	Neutral	Neutral
287	Neutral	Neutral
969	Sadness	Neutral
44	Neutral	Neutral
1002	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1039	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1007	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
409	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1089	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
462	Neutral	Neutral
1276	Neutral	Neutral
428	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
863	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1119	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
988	Neutral	Neutral
712	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
455	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1162	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1102	Neutral	Neutral
85	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
901	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
737	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
53	Neutral	Neutral
478	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
156	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
914	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
80	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
657	Neutral	Neutral
1163	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
70	Neutral	Neutral
1287	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
336	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1079	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
315	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
441	Joy	Neutral
1091	Neutral	Neutral
540	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1092	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1059	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1182	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1117	Neutral	Neutral
222	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1011	Neutral	Neutral
629	Neutral	Neutral
984	Sadness	Neutral
1258	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
978	Neutral	Neutral
954	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
844	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1157	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
650	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
144	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
529	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
607	Neutral	Neutral
203	Neutral	Neutral
1246	Neutral	Neutral
325	Neutral	Neutral
505	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
150	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
622	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
96	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
951	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
805	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1015	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
927	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
831	Neutral	Neutral
180	Sadness	Neutral
1197	Neutral	Neutral
93	Neutral	Neutral
1085	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
520	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
874	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1057	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
375	Neutral	Neutral
1	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
832	Neutral	Neutral
1289	Joy	Neutral
587	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
826	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
970	Neutral	Neutral
125	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
882	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
212	Neutral	Neutral
976	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
240	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1081	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
542	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
23	Neutral	Neutral
401	Neutral	Neutral
501	Neutral	Neutral
711	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
436	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
807	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
987	Neutral	Neutral
549	Neutral	Neutral
853	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
204	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1109	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
908	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
86	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
38	Neutral	Neutral
1227	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
871	Anger	Neutral
338	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
100	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1291	Neutral	Neutral
208	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
87	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1022	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
223	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
249	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1106	Neutral	Neutral
185	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
89	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
652	Neutral	Neutral
926	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
585	Neutral	Neutral
1256	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
676	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
442	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
364	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1000	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
945	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
332	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
948	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
4	Neutral	Neutral
8	Neutral	Neutral
792	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1172	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1230	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
856	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1166	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1236	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
643	Neutral	Neutral
890	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
647	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
554	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
270	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
445	Neutral	Neutral
135	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
182	Neutral	Neutral
1019	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
678	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
519	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1146	Neutral	Neutral
443	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
318	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
71	Neutral	Neutral
994	Neutral	Neutral
624	Neutral	Neutral
1005	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
377	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
97	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1061	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
486	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
833	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
725	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
339	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
247	Neutral	Neutral
130	Anger	Neutral
256	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
525	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
132	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1088	Neutral	Neutral
49	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
763	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1290	Neutral	Neutral
40	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1229	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1158	Neutral	Neutral
1264	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
218	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
250	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
115	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1242	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
759	Neutral	Neutral
309	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
539	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
238	Neutral	Neutral
902	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
190	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1232	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1021	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
2	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
88	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
171	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
148	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
251	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1025	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
574	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
411	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
521	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
670	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1161	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
573	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1179	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
601	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
896	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
934	Joy	Neutral
932	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
54	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
786	Fear	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
565	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1075	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
421	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1222	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
473	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
19	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
221	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
110	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
430	Neutral	Neutral
116	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
563	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
181	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
1026	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
593	Neutral	Neutral
467	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
937	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
175	Neutral	Neutral
820	Neutral	Neutral
63	Joy	Neutral
1111	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
46	Anger	Neutral
668	Neutral	Neutral
1036	Joy	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
77	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
947	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
43	Neutral	Neutral
765	Neutral	Neutral
615	Love	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
226	Anger	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
33	Sadness	ONLY_CHECKED_ONCE_NO_INITIAL_LABEL
